Title,Author,Link,Bookshelf,readlink,imglink
The Extermination of the American Bison,William T. Hornaday,http://www.gutenberg.org/ebooks/17748,Animal,https://www.gutenberg.org/cache/epub/17748/pg17748-images.html,https://www.gutenberg.org/cache/epub/17748/pg17748.cover.medium.jpg
Deadfalls and Snares,A. R. Harding,http://www.gutenberg.org/ebooks/34110,Animal,https://www.gutenberg.org/cache/epub/34110/pg34110-images.html,https://www.gutenberg.org/cache/epub/34110/pg34110.cover.medium.jpg
Artistic Anatomy of Animals,Édouard Cuyer,http://www.gutenberg.org/ebooks/38315,Animal,https://www.gutenberg.org/cache/epub/38315/pg38315-images.html,https://www.gutenberg.org/cache/epub/38315/pg38315.cover.medium.jpg
"Birds, Illustrated","Color Photography, Vol. 1, No. 1 Various",http://www.gutenberg.org/ebooks/30221,Animal,https://www.gutenberg.org/cache/epub/30221/pg30221-images.html,https://www.gutenberg.org/cache/epub/30221/pg30221.cover.medium.jpg
On Snake-Poison: Its Action and Its Antidote,A. Mueller,http://www.gutenberg.org/ebooks/32947,Animal,https://www.gutenberg.org/cache/epub/32947/pg32947-images.html,https://www.gutenberg.org/cache/epub/32947/pg32947.cover.medium.jpg
Fifty Years a Hunter and Trapper,E. N. Woodcock,http://www.gutenberg.org/ebooks/34063,Animal,https://www.gutenberg.org/cache/epub/34063/pg34063-images.html,https://www.gutenberg.org/cache/epub/34063/pg34063.cover.medium.jpg
What Bird is That?,Frank M. Chapman,http://www.gutenberg.org/ebooks/31751,Animal,https://www.gutenberg.org/cache/epub/31751/pg31751-images.html,https://www.gutenberg.org/cache/epub/31751/pg31751.cover.medium.jpg
"Fox Trapping: A Book of Instruction Telling How to Trap, Snare, Poison and Shoot",,http://www.gutenberg.org/ebooks/34076,Animal,https://www.gutenberg.org/cache/epub/34076/pg34076-images.html,https://www.gutenberg.org/cache/epub/34076/pg34076.cover.medium.jpg
A Guide for the Study of Animals,"Lucas, Shinn, Smallwood, and Whitney",http://www.gutenberg.org/ebooks/34984,Animal,https://www.gutenberg.org/cache/epub/34984/pg34984-images.html,https://www.gutenberg.org/cache/epub/34984/pg34984.cover.medium.jpg
Our Vanishing Wild Life: Its Extermination and Preservation,William T. Hornaday,http://www.gutenberg.org/ebooks/13249,Animal,https://www.gutenberg.org/cache/epub/13249/pg13249-images.html,https://www.gutenberg.org/cache/epub/13249/pg13249.cover.medium.jpg
Wolf and Coyote Trapping: An Up-to-Date Wolf Hunter's Guide,A. R. Harding,http://www.gutenberg.org/ebooks/34501,Animal,https://www.gutenberg.org/cache/epub/34501/pg34501-images.html,https://www.gutenberg.org/cache/epub/34501/pg34501.cover.medium.jpg
Birds and Man,W. H. Hudson,http://www.gutenberg.org/ebooks/37787,Animal,https://www.gutenberg.org/cache/epub/37787/pg37787-images.html,https://www.gutenberg.org/cache/epub/37787/pg37787.cover.medium.jpg
"Zoological Mythology; or, The Legends of Animals, Volume 1 (of 2)",De Gubernatis,http://www.gutenberg.org/ebooks/38687,Animal,https://www.gutenberg.org/cache/epub/38687/pg38687-images.html,https://www.gutenberg.org/cache/epub/38687/pg38687.cover.medium.jpg
Antarctic Penguins: A Study of Their Social Habits,G. Murray Levick,http://www.gutenberg.org/ebooks/36922,Animal,https://www.gutenberg.org/cache/epub/36922/pg36922-images.html,https://www.gutenberg.org/cache/epub/36922/pg36922.cover.medium.jpg
Butterflies and Moths (British),William S. Furneaux,http://www.gutenberg.org/ebooks/34131,Animal,https://www.gutenberg.org/cache/epub/34131/pg34131-images.html,https://www.gutenberg.org/cache/epub/34131/pg34131.cover.medium.jpg
The Bird Book,Chester A. Reed,http://www.gutenberg.org/ebooks/30000,Animal,https://www.gutenberg.org/cache/epub/30000/pg30000-images.html,https://www.gutenberg.org/cache/epub/30000/pg30000.cover.medium.jpg
Hunting in Many Lands: The Book of the Boone and Crockett Club,Grinnell et al.,http://www.gutenberg.org/ebooks/37122,Animal,https://www.gutenberg.org/cache/epub/37122/pg37122-images.html,https://www.gutenberg.org/cache/epub/37122/pg37122.cover.medium.jpg
Wild Animals at Home,Ernest Thompson Seton,http://www.gutenberg.org/ebooks/27887,Animal,https://www.gutenberg.org/cache/epub/27887/pg27887-images.html,https://www.gutenberg.org/cache/epub/27887/pg27887.cover.medium.jpg
Birds from North Borneo,Max C. Thompson,http://www.gutenberg.org/ebooks/33044,Animal,https://www.gutenberg.org/cache/epub/33044/pg33044-images.html,https://www.gutenberg.org/cache/epub/33044/pg33044.cover.medium.jpg
Sketches of the Natural History of Ceylon,Sir James Emerson Tennent,http://www.gutenberg.org/ebooks/13325,Animal,https://www.gutenberg.org/cache/epub/13325/pg13325-images.html,https://www.gutenberg.org/cache/epub/13325/pg13325.cover.medium.jpg
Natural History of the Mammalia of India and Ceylon,Robert Armitage Sterndale,http://www.gutenberg.org/ebooks/19550,Animal,https://www.gutenberg.org/cache/epub/19550/pg19550-images.html,https://www.gutenberg.org/cache/epub/19550/pg19550.cover.medium.jpg
Butterflies Worth Knowing,Clarence Moores Weed,http://www.gutenberg.org/ebooks/37009,Animal,https://www.gutenberg.org/cache/epub/37009/pg37009-images.html,https://www.gutenberg.org/cache/epub/37009/pg37009.cover.medium.jpg
Animals of the Past,Frederic A. Lucas,http://www.gutenberg.org/ebooks/38013,Animal,https://www.gutenberg.org/cache/epub/38013/pg38013-images.html,https://www.gutenberg.org/cache/epub/38013/pg38013.cover.medium.jpg
Science of Trapping,Elmer Harry Kreps,http://www.gutenberg.org/ebooks/34098,Animal,https://www.gutenberg.org/cache/epub/34098/pg34098-images.html,https://www.gutenberg.org/cache/epub/34098/pg34098.cover.medium.jpg
"Wild Bees, Wasps and Ants and Other Stinging Insects",Edward Saunders,http://www.gutenberg.org/ebooks/33874,Animal,https://www.gutenberg.org/cache/epub/33874/pg33874-images.html,https://www.gutenberg.org/cache/epub/33874/pg33874.cover.medium.jpg
The Call of the Wild,Jack London,http://www.gutenberg.org/ebooks/215,Animals-Domestic,https://www.gutenberg.org/cache/epub/215/pg215-images.html,https://www.gutenberg.org/cache/epub/215/pg215.cover.medium.jpg
A Dog of Flanders,Ouida,http://www.gutenberg.org/ebooks/7766,Animals-Domestic,https://www.gutenberg.org/cache/epub/7766/pg7766-images.html,https://www.gutenberg.org/cache/epub/7766/pg7766.cover.medium.jpg
Our Cats and All About Them,Harrison Weir,http://www.gutenberg.org/ebooks/35450,Animals-Domestic,https://www.gutenberg.org/cache/epub/35450/pg35450-images.html,https://www.gutenberg.org/cache/epub/35450/pg35450.cover.medium.jpg
Lad: A Dog,Albert Payson Terhune,http://www.gutenberg.org/ebooks/38777,Animals-Domestic,https://www.gutenberg.org/cache/epub/38777/pg38777-images.html,https://www.gutenberg.org/cache/epub/38777/pg38777.cover.medium.jpg
The Tale of Old Dog Spot,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/30667,Animals-Domestic,https://www.gutenberg.org/cache/epub/30667/pg30667-images.html,https://www.gutenberg.org/cache/epub/30667/pg30667.cover.medium.jpg
Kerfol,Edith Wharton,http://www.gutenberg.org/ebooks/24350,Animals-Domestic,https://www.gutenberg.org/cache/epub/24350/pg24350-images.html,https://www.gutenberg.org/cache/epub/24350/pg24350.cover.medium.jpg
Anecdotes of Dogs,Edward Jesse,http://www.gutenberg.org/ebooks/26500,Animals-Domestic,https://www.gutenberg.org/cache/epub/26500/pg26500-images.html,https://www.gutenberg.org/cache/epub/26500/pg26500.cover.medium.jpg
Letters from a Cat,Helen Hunt Jackson,http://www.gutenberg.org/ebooks/32069,Animals-Domestic,https://www.gutenberg.org/cache/epub/32069/pg32069-images.html,https://www.gutenberg.org/cache/epub/32069/pg32069.cover.medium.jpg
The Dog,"Dinks, W. N. Hutchinson, and Edward Mayhew",http://www.gutenberg.org/ebooks/32300,Animals-Domestic,https://www.gutenberg.org/cache/epub/32300/pg32300-images.html,https://www.gutenberg.org/cache/epub/32300/pg32300.cover.medium.jpg
Hunting Dogs,Oliver Hartley,http://www.gutenberg.org/ebooks/34259,Animals-Domestic,https://www.gutenberg.org/cache/epub/34259/pg34259-images.html,https://www.gutenberg.org/cache/epub/34259/pg34259.cover.medium.jpg
"The Variation of Animals and Plants Under Domestication, Vol. I.",Charles Darwin,http://www.gutenberg.org/ebooks/24923,Animals-Domestic,https://www.gutenberg.org/cache/epub/24923/pg24923-images.html,https://www.gutenberg.org/cache/epub/24923/pg24923.cover.medium.jpg
"The Adventures of a Cat, and a Fine Cat Too!",Alfred Elwes,http://www.gutenberg.org/ebooks/32518,Animals-Domestic,https://www.gutenberg.org/cache/epub/32518/pg32518-images.html,https://www.gutenberg.org/cache/epub/32518/pg32518.cover.medium.jpg
Domestic Animals,Richard Lamb Allen,http://www.gutenberg.org/ebooks/34175,Animals-Domestic,https://www.gutenberg.org/cache/epub/34175/pg34175-images.html,https://www.gutenberg.org/cache/epub/34175/pg34175.cover.medium.jpg
"A Manual of Toy Dogs: How to breed, rear, and feed them",Mrs. Leslie Williams,http://www.gutenberg.org/ebooks/39235,Animals-Domestic,https://www.gutenberg.org/cache/epub/39235/pg39235-images.html,https://www.gutenberg.org/cache/epub/39235/pg39235.cover.medium.jpg
Our Friend the Dog,Maurice Maeterlinck,http://www.gutenberg.org/ebooks/18214,Animals-Domestic,https://www.gutenberg.org/cache/epub/18214/pg18214-images.html,https://www.gutenberg.org/cache/epub/18214/pg18214.cover.medium.jpg
The Dog's Book of Verse,J. Earl Clauson,http://www.gutenberg.org/ebooks/19226,Animals-Domestic,https://www.gutenberg.org/cache/epub/19226/pg19226-images.html,https://www.gutenberg.org/cache/epub/19226/pg19226.cover.medium.jpg
Pussy and Doggy Tales,E. Nesbit,http://www.gutenberg.org/ebooks/27190,Animals-Domestic,https://www.gutenberg.org/cache/epub/27190/pg27190-images.html,https://www.gutenberg.org/cache/epub/27190/pg27190.cover.medium.jpg
The Variation of Animals and Plants under Domestication,Charles Darwin,http://www.gutenberg.org/ebooks/3332,Animals-Domestic,https://www.gutenberg.org/cache/epub/3332/pg3332-images.html,https://www.gutenberg.org/cache/epub/3332/pg3332.cover.medium.jpg
The Kitten's Garden of Verses,Oliver Herford,http://www.gutenberg.org/ebooks/23433,Animals-Domestic,https://www.gutenberg.org/cache/epub/23433/pg23433-images.html,https://www.gutenberg.org/cache/epub/23433/pg23433.cover.medium.jpg
The Raising and Care of Guinea Pigs,Allen Christian Smith,http://www.gutenberg.org/ebooks/32189,Animals-Domestic,https://www.gutenberg.org/cache/epub/32189/pg32189-images.html,https://www.gutenberg.org/cache/epub/32189/pg32189.cover.medium.jpg
Domesticated Animals,Nathaniel Southgate Shaler,http://www.gutenberg.org/ebooks/25568,Animals-Domestic,https://www.gutenberg.org/cache/epub/25568/pg25568-images.html,https://www.gutenberg.org/cache/epub/25568/pg25568.cover.medium.jpg
Finn The Wolfhound,A. J. Dawson,http://www.gutenberg.org/ebooks/30550,Animals-Domestic,https://www.gutenberg.org/cache/epub/30550/pg30550-images.html,https://www.gutenberg.org/cache/epub/30550/pg30550.cover.medium.jpg
Baldy of Nome,Esther Birdsall Darling,http://www.gutenberg.org/ebooks/11758,Animals-Domestic,https://www.gutenberg.org/cache/epub/11758/pg11758-images.html,https://www.gutenberg.org/cache/epub/11758/pg11758.cover.medium.jpg
"Sheep, Swine, and Poultry",Robert Jennings,http://www.gutenberg.org/ebooks/39205,Animals-Domestic,https://www.gutenberg.org/cache/epub/39205/pg39205-images.html,https://www.gutenberg.org/cache/epub/39205/pg39205.cover.medium.jpg
"Lola; Or, The Thought and Speech of Animals",Henny Kindermann,http://www.gutenberg.org/ebooks/25887,Animals-Domestic,https://www.gutenberg.org/cache/epub/25887/pg25887-images.html,https://www.gutenberg.org/cache/epub/25887/pg25887.cover.medium.jpg
The Life of the Spider,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/1887,Animals-Wild,https://www.gutenberg.org/cache/epub/1887/pg1887-images.html,https://www.gutenberg.org/cache/epub/1887/pg1887.cover.medium.jpg
Artistic Anatomy of Animals,Édouard Cuyer,http://www.gutenberg.org/ebooks/38315,Animals-Wild,https://www.gutenberg.org/cache/epub/38315/pg38315-images.html,https://www.gutenberg.org/cache/epub/38315/pg38315.cover.medium.jpg
A Guide for the Study of Animals,"Lucas, Shinn, Smallwood, and Whitney",http://www.gutenberg.org/ebooks/34984,Animals-Wild,https://www.gutenberg.org/cache/epub/34984/pg34984-images.html,https://www.gutenberg.org/cache/epub/34984/pg34984.cover.medium.jpg
Our Vanishing Wild Life: Its Extermination and Preservation,William T. Hornaday,http://www.gutenberg.org/ebooks/13249,Animals-Wild,https://www.gutenberg.org/cache/epub/13249/pg13249-images.html,https://www.gutenberg.org/cache/epub/13249/pg13249.cover.medium.jpg
Ways of Nature,John Burroughs,http://www.gutenberg.org/ebooks/30249,Animals-Wild,https://www.gutenberg.org/cache/epub/30249/pg30249-images.html,https://www.gutenberg.org/cache/epub/30249/pg30249.cover.medium.jpg
The Human Side of Animals,Royal Dixon,http://www.gutenberg.org/ebooks/19850,Animals-Wild,https://www.gutenberg.org/cache/epub/19850/pg19850-images.html,https://www.gutenberg.org/cache/epub/19850/pg19850.cover.medium.jpg
"The Wonders of the Jungle, Book One",Sarath Kumar Ghosh,http://www.gutenberg.org/ebooks/24852,Animals-Wild,https://www.gutenberg.org/cache/epub/24852/pg24852-images.html,https://www.gutenberg.org/cache/epub/24852/pg24852.cover.medium.jpg
"Zoological Mythology; or, The Legends of Animals, Volume 1 (of 2)",De Gubernatis,http://www.gutenberg.org/ebooks/38687,Animals-Wild,https://www.gutenberg.org/cache/epub/38687/pg38687-images.html,https://www.gutenberg.org/cache/epub/38687/pg38687.cover.medium.jpg
Wild Animals at Home,Ernest Thompson Seton,http://www.gutenberg.org/ebooks/27887,Animals-Wild,https://www.gutenberg.org/cache/epub/27887/pg27887-images.html,https://www.gutenberg.org/cache/epub/27887/pg27887.cover.medium.jpg
Ways of Wood Folk,William J. Long,http://www.gutenberg.org/ebooks/18193,Animals-Wild,https://www.gutenberg.org/cache/epub/18193/pg18193-images.html,https://www.gutenberg.org/cache/epub/18193/pg18193.cover.medium.jpg
Animals of the Past,Frederic A. Lucas,http://www.gutenberg.org/ebooks/38013,Animals-Wild,https://www.gutenberg.org/cache/epub/38013/pg38013-images.html,https://www.gutenberg.org/cache/epub/38013/pg38013.cover.medium.jpg
A Hundred Anecdotes of Animals,Percy J. Billinghurst,http://www.gutenberg.org/ebooks/24263,Animals-Wild,https://www.gutenberg.org/cache/epub/24263/pg24263-images.html,https://www.gutenberg.org/cache/epub/24263/pg24263.cover.medium.jpg
Squirrels and Other Fur-Bearers,John Burroughs,http://www.gutenberg.org/ebooks/24388,Animals-Wild,https://www.gutenberg.org/cache/epub/24388/pg24388-images.html,https://www.gutenberg.org/cache/epub/24388/pg24388.cover.medium.jpg
Stories about Animals: with Pictures to Match,Francis C. Woodworth,http://www.gutenberg.org/ebooks/18767,Animals-Wild,https://www.gutenberg.org/cache/epub/18767/pg18767-images.html,https://www.gutenberg.org/cache/epub/18767/pg18767.cover.medium.jpg
"Zoological Illustrations, Volume 1",William Swainson,http://www.gutenberg.org/ebooks/39471,Animals-Wild,https://www.gutenberg.org/cache/epub/39471/pg39471-images.html,https://www.gutenberg.org/cache/epub/39471/pg39471.cover.medium.jpg
Creatures of the Night: A Book of Wild Life in Western Britain,Rees,http://www.gutenberg.org/ebooks/29349,Animals-Wild,https://www.gutenberg.org/cache/epub/29349/pg29349-images.html,https://www.gutenberg.org/cache/epub/29349/pg29349.cover.medium.jpg
The Minds and Manners of Wild Animals: A Book of Personal Observations,Hornaday,http://www.gutenberg.org/ebooks/6052,Animals-Wild,https://www.gutenberg.org/cache/epub/6052/pg6052-images.html,https://www.gutenberg.org/cache/epub/6052/pg6052.cover.medium.jpg
Tales of the Fish Patrol,Jack London,http://www.gutenberg.org/ebooks/28693,Animals-Wild,https://www.gutenberg.org/cache/epub/28693/pg28693-images.html,https://www.gutenberg.org/cache/epub/28693/pg28693.cover.medium.jpg
Wilderness Ways,William J. Long,http://www.gutenberg.org/ebooks/15950,Animals-Wild,https://www.gutenberg.org/cache/epub/15950/pg15950-images.html,https://www.gutenberg.org/cache/epub/15950/pg15950.cover.medium.jpg
Wild Nature Won By Kindness,Mrs. Brightwen,http://www.gutenberg.org/ebooks/21111,Animals-Wild,https://www.gutenberg.org/cache/epub/21111/pg21111-images.html,https://www.gutenberg.org/cache/epub/21111/pg21111.cover.medium.jpg
Marvels of Pond-life,Henry James Slack,http://www.gutenberg.org/ebooks/36903,Animals-Wild,https://www.gutenberg.org/cache/epub/36903/pg36903-images.html,https://www.gutenberg.org/cache/epub/36903/pg36903.cover.medium.jpg
The Determined Angler and the Brook Trout,Charles Barker Bradford,http://www.gutenberg.org/ebooks/37856,Animals-Wild,https://www.gutenberg.org/cache/epub/37856/pg37856-images.html,https://www.gutenberg.org/cache/epub/37856/pg37856.cover.medium.jpg
"Lobo, Rag and Vixen",Ernest Thompson Seton,http://www.gutenberg.org/ebooks/14226,Animals-Wild,https://www.gutenberg.org/cache/epub/14226/pg14226-images.html,https://www.gutenberg.org/cache/epub/14226/pg14226.cover.medium.jpg
Anecdotes of the Habits and Instinct of Animals,Mrs. R. Lee,http://www.gutenberg.org/ebooks/21973,Animals-Wild,https://www.gutenberg.org/cache/epub/21973/pg21973-images.html,https://www.gutenberg.org/cache/epub/21973/pg21973.cover.medium.jpg
Natural History in Anecdote,Alfred H. Miles,http://www.gutenberg.org/ebooks/37959,Animals-Wild,https://www.gutenberg.org/cache/epub/37959/pg37959-images.html,https://www.gutenberg.org/cache/epub/37959/pg37959.cover.medium.jpg
The Extermination of the American Bison,William T. Hornaday,http://www.gutenberg.org/ebooks/17748,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/17748/pg17748-images.html,https://www.gutenberg.org/cache/epub/17748/pg17748.cover.medium.jpg
Deadfalls and Snares,A. R. Harding,http://www.gutenberg.org/ebooks/34110,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34110/pg34110-images.html,https://www.gutenberg.org/cache/epub/34110/pg34110.cover.medium.jpg
Fifty Years a Hunter and Trapper,E. N. Woodcock,http://www.gutenberg.org/ebooks/34063,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34063/pg34063-images.html,https://www.gutenberg.org/cache/epub/34063/pg34063.cover.medium.jpg
"Fox Trapping: A Book of Instruction Telling How to Trap, Snare, Poison and Shoot",,http://www.gutenberg.org/ebooks/34076,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34076/pg34076-images.html,https://www.gutenberg.org/cache/epub/34076/pg34076.cover.medium.jpg
Practical Taxidermy,Montagu Browne,http://www.gutenberg.org/ebooks/26014,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/26014/pg26014-images.html,https://www.gutenberg.org/cache/epub/26014/pg26014.cover.medium.jpg
Our Vanishing Wild Life: Its Extermination and Preservation,William T. Hornaday,http://www.gutenberg.org/ebooks/13249,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/13249/pg13249-images.html,https://www.gutenberg.org/cache/epub/13249/pg13249.cover.medium.jpg
Jorrocks' Jaunts and Jollities,Robert Smith Surtees,http://www.gutenberg.org/ebooks/15387,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/15387/pg15387-images.html,https://www.gutenberg.org/cache/epub/15387/pg15387.cover.medium.jpg
Hunting in Many Lands: The Book of the Boone and Crockett Club,Grinnell et al.,http://www.gutenberg.org/ebooks/37122,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/37122/pg37122-images.html,https://www.gutenberg.org/cache/epub/37122/pg37122.cover.medium.jpg
Science of Trapping,Elmer Harry Kreps,http://www.gutenberg.org/ebooks/34098,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34098/pg34098-images.html,https://www.gutenberg.org/cache/epub/34098/pg34098.cover.medium.jpg
Buffalo Land,W. E. Webb,http://www.gutenberg.org/ebooks/39674,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/39674/pg39674-images.html,https://www.gutenberg.org/cache/epub/39674/pg39674.cover.medium.jpg
Home Taxidermy for Pleasure and Profit,Albert Burton Farnham,http://www.gutenberg.org/ebooks/23259,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/23259/pg23259-images.html,https://www.gutenberg.org/cache/epub/23259/pg23259.cover.medium.jpg
ABC of Fox Hunting,Sir John Dean Paul,http://www.gutenberg.org/ebooks/30243,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/30243/pg30243-images.html,https://www.gutenberg.org/cache/epub/30243/pg30243.cover.medium.jpg
Mr. Sponge's Sporting Tour,Robert Smith Surtees,http://www.gutenberg.org/ebooks/16957,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/16957/pg16957-images.html,https://www.gutenberg.org/cache/epub/16957/pg16957.cover.medium.jpg
Mink Trapping: A Book of Instruction Giving Many Methods of Trapping,Harding,http://www.gutenberg.org/ebooks/34093,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34093/pg34093-images.html,https://www.gutenberg.org/cache/epub/34093/pg34093.cover.medium.jpg
The Confessions of a Poacher,F.L.S. John Watson,http://www.gutenberg.org/ebooks/36970,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/36970/pg36970-images.html,https://www.gutenberg.org/cache/epub/36970/pg36970.cover.medium.jpg
Fur Farming,A. R. Harding,http://www.gutenberg.org/ebooks/33830,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/33830/pg33830-images.html,https://www.gutenberg.org/cache/epub/33830/pg33830.cover.medium.jpg
Methods of Destroying Rats,David E. Lantz,http://www.gutenberg.org/ebooks/34437,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/34437/pg34437-images.html,https://www.gutenberg.org/cache/epub/34437/pg34437.cover.medium.jpg
Taxidermy,Leon Luther Pray,http://www.gutenberg.org/ebooks/29691,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/29691/pg29691-images.html,https://www.gutenberg.org/cache/epub/29691/pg29691.cover.medium.jpg
Blue-Bird Weather,Robert W. Chambers,http://www.gutenberg.org/ebooks/24389,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/24389/pg24389-images.html,https://www.gutenberg.org/cache/epub/24389/pg24389.cover.medium.jpg
Off to the Wilds: Being the Adventures of Two Brothers,George Manville Fenn,http://www.gutenberg.org/ebooks/21359,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/21359/pg21359-images.html,https://www.gutenberg.org/cache/epub/21359/pg21359.cover.medium.jpg
The Hunters' Feast: Conversations Around the Camp Fire,Mayne Reid,http://www.gutenberg.org/ebooks/23499,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/23499/pg23499-images.html,https://www.gutenberg.org/cache/epub/23499/pg23499.cover.medium.jpg
Letters on an Elk Hunt,Elinore Pruitt Stewart,http://www.gutenberg.org/ebooks/28572,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/28572/pg28572-images.html,https://www.gutenberg.org/cache/epub/28572/pg28572.cover.medium.jpg
The Giraffe Hunters,Mayne Reid,http://www.gutenberg.org/ebooks/27911,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/27911/pg27911-images.html,https://www.gutenberg.org/cache/epub/27911/pg27911.cover.medium.jpg
Dead Man's Land,George Manville Fenn,http://www.gutenberg.org/ebooks/23922,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/23922/pg23922-images.html,https://www.gutenberg.org/cache/epub/23922/pg23922.cover.medium.jpg
Game Birds and Game Fishes of the Pacific Coast,Harry Thom Payne,http://www.gutenberg.org/ebooks/38032,Animals-Wild-Trapping,https://www.gutenberg.org/cache/epub/38032/pg38032-images.html,https://www.gutenberg.org/cache/epub/38032/pg38032.cover.medium.jpg
"Birds, Illustrated","Color Photography, Vol. 1, No. 1 Various",http://www.gutenberg.org/ebooks/30221,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/30221/pg30221-images.html,https://www.gutenberg.org/cache/epub/30221/pg30221.cover.medium.jpg
What Bird is That?,Frank M. Chapman,http://www.gutenberg.org/ebooks/31751,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/31751/pg31751-images.html,https://www.gutenberg.org/cache/epub/31751/pg31751.cover.medium.jpg
Ducks at a Distance: A Waterfowl Identification Guide,Bob Hines,http://www.gutenberg.org/ebooks/18884,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/18884/pg18884-images.html,https://www.gutenberg.org/cache/epub/18884/pg18884.cover.medium.jpg
Birds in Town & Village,W. H. Hudson,http://www.gutenberg.org/ebooks/7353,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/7353/pg7353-images.html,https://www.gutenberg.org/cache/epub/7353/pg7353.cover.medium.jpg
Bird Houses Boys Can Build,Albert Frederick Siepert,http://www.gutenberg.org/ebooks/25990,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/25990/pg25990-images.html,https://www.gutenberg.org/cache/epub/25990/pg25990.cover.medium.jpg
Birds and Man,W. H. Hudson,http://www.gutenberg.org/ebooks/37787,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/37787/pg37787-images.html,https://www.gutenberg.org/cache/epub/37787/pg37787.cover.medium.jpg
Antarctic Penguins: A Study of Their Social Habits,G. Murray Levick,http://www.gutenberg.org/ebooks/36922,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/36922/pg36922-images.html,https://www.gutenberg.org/cache/epub/36922/pg36922.cover.medium.jpg
The Bird Book,Chester A. Reed,http://www.gutenberg.org/ebooks/30000,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/30000/pg30000-images.html,https://www.gutenberg.org/cache/epub/30000/pg30000.cover.medium.jpg
Birds from North Borneo,Max C. Thompson,http://www.gutenberg.org/ebooks/33044,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/33044/pg33044-images.html,https://www.gutenberg.org/cache/epub/33044/pg33044.cover.medium.jpg
"Birds, Illustrated","Color Photography, Vol. 1, No. 4 Various",http://www.gutenberg.org/ebooks/25874,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/25874/pg25874-images.html,https://www.gutenberg.org/cache/epub/25874/pg25874.cover.medium.jpg
"Birds, Illustrated","Color Photography, Vol. 1, No. 5 Various",http://www.gutenberg.org/ebooks/25983,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/25983/pg25983-images.html,https://www.gutenberg.org/cache/epub/25983/pg25983.cover.medium.jpg
Stories of Birds,Lenore Elizabeth Mulets,http://www.gutenberg.org/ebooks/20547,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/20547/pg20547-images.html,https://www.gutenberg.org/cache/epub/20547/pg20547.cover.medium.jpg
The Curious Book of Birds,Abbie Farwell Brown,http://www.gutenberg.org/ebooks/16140,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/16140/pg16140-images.html,https://www.gutenberg.org/cache/epub/16140/pg16140.cover.medium.jpg
Birds Every Child Should Know,Neltje Blanchan,http://www.gutenberg.org/ebooks/38233,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/38233/pg38233-images.html,https://www.gutenberg.org/cache/epub/38233/pg38233.cover.medium.jpg
Birds of the Indian Hills,Douglas Dewar,http://www.gutenberg.org/ebooks/23755,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/23755/pg23755-images.html,https://www.gutenberg.org/cache/epub/23755/pg23755.cover.medium.jpg
The Bird Study Book,T. Gilbert Pearson,http://www.gutenberg.org/ebooks/21007,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/21007/pg21007-images.html,https://www.gutenberg.org/cache/epub/21007/pg21007.cover.medium.jpg
