Title,Author,Link,Bookshelf,readlink,imglink
"The Bible, King James version, Book 47: 2 Corinthians",Anonymous,http://www.gutenberg.org/ebooks/8047,,https://www.gutenberg.org/cache/epub/8047/pg8047-images.html,https://www.gutenberg.org/cache/epub/8047/pg8047.cover.medium.jpg
David Copperfield - Tome I,Charles Dickens,http://www.gutenberg.org/ebooks/17868,,https://www.gutenberg.org/cache/epub/17868/pg17868-images.html,https://www.gutenberg.org/cache/epub/17868/pg17868.cover.medium.jpg
La Legendo de Dorm-Valeto,Washington Irving,http://www.gutenberg.org/ebooks/19293,,https://www.gutenberg.org/cache/epub/19293/pg19293-images.html,https://www.gutenberg.org/cache/epub/19293/pg19293.cover.medium.jpg
"The Haunted Mind (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9209,,https://www.gutenberg.org/cache/epub/9209/pg9209-images.html,https://www.gutenberg.org/cache/epub/9209/pg9209.cover.medium.jpg
A Child's Garden of Verses,Robert Louis Stevenson,http://www.gutenberg.org/ebooks/25617,,https://www.gutenberg.org/cache/epub/25617/pg25617-images.html,https://www.gutenberg.org/cache/epub/25617/pg25617.cover.medium.jpg
At the Back of the North Wind,Elizabeth Lewis and George MacDonald,http://www.gutenberg.org/ebooks/18614,,https://www.gutenberg.org/cache/epub/18614/pg18614-images.html,https://www.gutenberg.org/cache/epub/18614/pg18614.cover.medium.jpg
Blacky the Crow,Thornton W. Burgess,http://www.gutenberg.org/ebooks/4979,,https://www.gutenberg.org/cache/epub/4979/pg4979-images.html,https://www.gutenberg.org/cache/epub/4979/pg4979.cover.medium.jpg
A Garland for Girls,Louisa May Alcott,http://www.gutenberg.org/ebooks/5830,,https://www.gutenberg.org/cache/epub/5830/pg5830-images.html,https://www.gutenberg.org/cache/epub/5830/pg5830.cover.medium.jpg
A Child's Garden of Verses,Robert Louis Stevenson,http://www.gutenberg.org/ebooks/25610,,https://www.gutenberg.org/cache/epub/25610/pg25610-images.html,https://www.gutenberg.org/cache/epub/25610/pg25610.cover.medium.jpg
The Dawn of a To-morrow,Frances Hodgson Burnett,http://www.gutenberg.org/ebooks/460,,https://www.gutenberg.org/cache/epub/460/pg460-images.html,https://www.gutenberg.org/cache/epub/460/pg460.cover.medium.jpg
The Adventures of Johnny Chuck,Thornton W. Burgess,http://www.gutenberg.org/ebooks/5844,,https://www.gutenberg.org/cache/epub/5844/pg5844-images.html,https://www.gutenberg.org/cache/epub/5844/pg5844.cover.medium.jpg
Twice-Told Tales,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/508,,https://www.gutenberg.org/cache/epub/508/pg508-images.html,https://www.gutenberg.org/cache/epub/508/pg508.cover.medium.jpg
New Chronicles of Rebecca,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/1375,,https://www.gutenberg.org/cache/epub/1375/pg1375-images.html,https://www.gutenberg.org/cache/epub/1375/pg1375.cover.medium.jpg
Five Little Peppers Grown Up,Margaret Sidney,http://www.gutenberg.org/ebooks/7498,,https://www.gutenberg.org/cache/epub/7498/pg7498-images.html,https://www.gutenberg.org/cache/epub/7498/pg7498.cover.medium.jpg
"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune",E. Nesbit,http://www.gutenberg.org/ebooks/25496,,https://www.gutenberg.org/cache/epub/25496/pg25496-images.html,https://www.gutenberg.org/cache/epub/25496/pg25496.cover.medium.jpg
The Adventures of Jerry Muskrat,Thornton W. Burgess,http://www.gutenberg.org/ebooks/5110,,https://www.gutenberg.org/cache/epub/5110/pg5110-images.html,https://www.gutenberg.org/cache/epub/5110/pg5110.cover.medium.jpg
Tales of Wonder Every Child Should Know,Smith and Wiggin,http://www.gutenberg.org/ebooks/19461,,https://www.gutenberg.org/cache/epub/19461/pg19461-images.html,https://www.gutenberg.org/cache/epub/19461/pg19461.cover.medium.jpg
The Adventures of Paddy Beaver,Thornton W. Burgess,http://www.gutenberg.org/ebooks/19092,,https://www.gutenberg.org/cache/epub/19092/pg19092-images.html,https://www.gutenberg.org/cache/epub/19092/pg19092.cover.medium.jpg
The Three Golden Apples,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9257,,https://www.gutenberg.org/cache/epub/9257/pg9257-images.html,https://www.gutenberg.org/cache/epub/9257/pg9257.cover.medium.jpg
The Woggle-Bug Book,L. Frank Baum,http://www.gutenberg.org/ebooks/21914,,https://www.gutenberg.org/cache/epub/21914/pg21914-images.html,https://www.gutenberg.org/cache/epub/21914/pg21914.cover.medium.jpg
Mother West Wind's Children,Thornton W. Burgess,http://www.gutenberg.org/ebooks/20877,,https://www.gutenberg.org/cache/epub/20877/pg20877-images.html,https://www.gutenberg.org/cache/epub/20877/pg20877.cover.medium.jpg
The Reluctant Dragon,Kenneth Grahame,http://www.gutenberg.org/ebooks/21588,,https://www.gutenberg.org/cache/epub/21588/pg21588-images.html,https://www.gutenberg.org/cache/epub/21588/pg21588.cover.medium.jpg
Mother West Wind 'Why' Stories,Thornton W. Burgess,http://www.gutenberg.org/ebooks/14958,,https://www.gutenberg.org/cache/epub/14958/pg14958-images.html,https://www.gutenberg.org/cache/epub/14958/pg14958.cover.medium.jpg
The Mysterious Key and What It Opened,Louisa May Alcott,http://www.gutenberg.org/ebooks/8188,,https://www.gutenberg.org/cache/epub/8188/pg8188-images.html,https://www.gutenberg.org/cache/epub/8188/pg8188.cover.medium.jpg
Five Little Peppers Midway,Margaret Sidney,http://www.gutenberg.org/ebooks/5632,,https://www.gutenberg.org/cache/epub/5632/pg5632-images.html,https://www.gutenberg.org/cache/epub/5632/pg5632.cover.medium.jpg
The Surprising Adventures of the Magical Monarch of Mo and His People,Baum,http://www.gutenberg.org/ebooks/16259,,https://www.gutenberg.org/cache/epub/16259/pg16259-images.html,https://www.gutenberg.org/cache/epub/16259/pg16259.cover.medium.jpg
Children's Literature,Erle Elsworth Clippinger and Charles Madison Curry,http://www.gutenberg.org/ebooks/25545,,https://www.gutenberg.org/cache/epub/25545/pg25545-images.html,https://www.gutenberg.org/cache/epub/25545/pg25545.cover.medium.jpg
The Gorgon's Head,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9255,,https://www.gutenberg.org/cache/epub/9255/pg9255-images.html,https://www.gutenberg.org/cache/epub/9255/pg9255.cover.medium.jpg
The Christmas Books of Mr. M.A. Titmarsh,William Makepeace Thackeray,http://www.gutenberg.org/ebooks/9523,,https://www.gutenberg.org/cache/epub/9523/pg9523-images.html,https://www.gutenberg.org/cache/epub/9523/pg9523.cover.medium.jpg
London River,H. M. Tomlinson,http://www.gutenberg.org/ebooks/15167,,https://www.gutenberg.org/cache/epub/15167/pg15167-images.html,https://www.gutenberg.org/cache/epub/15167/pg15167.cover.medium.jpg
Exeter,Sidney Heath,http://www.gutenberg.org/ebooks/24635,,https://www.gutenberg.org/cache/epub/24635/pg24635-images.html,https://www.gutenberg.org/cache/epub/24635/pg24635.cover.medium.jpg
Canterbury,Gordon Home,http://www.gutenberg.org/ebooks/13890,,https://www.gutenberg.org/cache/epub/13890/pg13890-images.html,https://www.gutenberg.org/cache/epub/13890/pg13890.cover.medium.jpg
"Chronicles of England, Scotland and Ireland (2 of 6): England (03 of 12)",,http://www.gutenberg.org/ebooks/16749,,https://www.gutenberg.org/cache/epub/16749/pg16749-images.html,https://www.gutenberg.org/cache/epub/16749/pg16749.cover.medium.jpg
A History of the Early Part of the Reign of James the Second,Charles James Fox,http://www.gutenberg.org/ebooks/4245,,https://www.gutenberg.org/cache/epub/4245/pg4245-images.html,https://www.gutenberg.org/cache/epub/4245/pg4245.cover.medium.jpg
Art in England: Notes and Studies,Dutton Cook,http://www.gutenberg.org/ebooks/20237,,https://www.gutenberg.org/cache/epub/20237/pg20237-images.html,https://www.gutenberg.org/cache/epub/20237/pg20237.cover.medium.jpg
"Letters from England, 1846-1849",Elizabeth Davis Bancroft,http://www.gutenberg.org/ebooks/1936,,https://www.gutenberg.org/cache/epub/1936/pg1936-images.html,https://www.gutenberg.org/cache/epub/1936/pg1936.cover.medium.jpg
Chronicles (1 of 6): The Historie of England (4 of 8),Raphael Holinshed,http://www.gutenberg.org/ebooks/16536,,https://www.gutenberg.org/cache/epub/16536/pg16536-images.html,https://www.gutenberg.org/cache/epub/16536/pg16536.cover.medium.jpg
"Chronicles of England, Scotland and Ireland (2 of 6): England (02 of 12)",,http://www.gutenberg.org/ebooks/16748,,https://www.gutenberg.org/cache/epub/16748/pg16748-images.html,https://www.gutenberg.org/cache/epub/16748/pg16748.cover.medium.jpg
An Apologie for the Royal Party (1659); and A Panegyric to Charles the Second,,http://www.gutenberg.org/ebooks/17833,,https://www.gutenberg.org/cache/epub/17833/pg17833-images.html,https://www.gutenberg.org/cache/epub/17833/pg17833.cover.medium.jpg
Landholding in England,F.R.H.S. Joseph Fisher,http://www.gutenberg.org/ebooks/3799,,https://www.gutenberg.org/cache/epub/3799/pg3799-images.html,https://www.gutenberg.org/cache/epub/3799/pg3799.cover.medium.jpg
London and the Kingdom - Volume 2,Reginald R. Sharpe,http://www.gutenberg.org/ebooks/20990,,https://www.gutenberg.org/cache/epub/20990/pg20990-images.html,https://www.gutenberg.org/cache/epub/20990/pg20990.cover.medium.jpg
England,Charles Dudley Warner,http://www.gutenberg.org/ebooks/3122,,https://www.gutenberg.org/cache/epub/3122/pg3122-images.html,https://www.gutenberg.org/cache/epub/3122/pg3122.cover.medium.jpg
"The History of England, from the Accession",Macaulay,http://www.gutenberg.org/ebooks/20976,,https://www.gutenberg.org/cache/epub/20976/pg20976-images.html,https://www.gutenberg.org/cache/epub/20976/pg20976.cover.medium.jpg
"Yorkshire Ditties, Second Series",John Hartley,http://www.gutenberg.org/ebooks/17799,,https://www.gutenberg.org/cache/epub/17799/pg17799-images.html,https://www.gutenberg.org/cache/epub/17799/pg17799.cover.medium.jpg
"The History of England, from the Accession of",Macaulay,http://www.gutenberg.org/ebooks/20275,,https://www.gutenberg.org/cache/epub/20275/pg20275-images.html,https://www.gutenberg.org/cache/epub/20275/pg20275.cover.medium.jpg
Tour through the Eastern Counties of England,Daniel Defoe,http://www.gutenberg.org/ebooks/9688,,https://www.gutenberg.org/cache/epub/9688/pg9688-images.html,https://www.gutenberg.org/cache/epub/9688/pg9688.cover.medium.jpg
"The History of England, from the Accession",Macaulay,http://www.gutenberg.org/ebooks/20273,,https://www.gutenberg.org/cache/epub/20273/pg20273-images.html,https://www.gutenberg.org/cache/epub/20273/pg20273.cover.medium.jpg
The Dialect of the West of England; Particularly Somersetshire,James Jennings,http://www.gutenberg.org/ebooks/7453,,https://www.gutenberg.org/cache/epub/7453/pg7453-images.html,https://www.gutenberg.org/cache/epub/7453/pg7453.cover.medium.jpg
"A History of the Four Georges and of William IV, Volume III",Justin McCarthy et al.,http://www.gutenberg.org/ebooks/23471,,https://www.gutenberg.org/cache/epub/23471/pg23471-images.html,https://www.gutenberg.org/cache/epub/23471/pg23471.cover.medium.jpg
Canterbury,William Danks,http://www.gutenberg.org/ebooks/35276,,https://www.gutenberg.org/cache/epub/35276/pg35276-images.html,https://www.gutenberg.org/cache/epub/35276/pg35276.cover.medium.jpg
England over Seas,Lloyd Roberts,http://www.gutenberg.org/ebooks/14782,,https://www.gutenberg.org/cache/epub/14782/pg14782-images.html,https://www.gutenberg.org/cache/epub/14782/pg14782.cover.medium.jpg
"A History of the Four Georges and of William IV, Volume IV",McCarthy and McCarthy,http://www.gutenberg.org/ebooks/23472,,https://www.gutenberg.org/cache/epub/23472/pg23472-images.html,https://www.gutenberg.org/cache/epub/23472/pg23472.cover.medium.jpg
The Wars Between England and America,Theodore Clarke Smith,http://www.gutenberg.org/ebooks/21276,,https://www.gutenberg.org/cache/epub/21276/pg21276-images.html,https://www.gutenberg.org/cache/epub/21276/pg21276.cover.medium.jpg
Oxford,F. D. How,http://www.gutenberg.org/ebooks/24551,,https://www.gutenberg.org/cache/epub/24551/pg24551-images.html,https://www.gutenberg.org/cache/epub/24551/pg24551.cover.medium.jpg
Hôtel Buchholz. Ausstellungs-Erlebnisse der Frau Wilhelmine Buchholz,Stinde,http://www.gutenberg.org/ebooks/53359,,https://www.gutenberg.org/cache/epub/53359/pg53359-images.html,https://www.gutenberg.org/cache/epub/53359/pg53359.cover.medium.jpg
Samantha on the Woman Question,Marietta Holley,http://www.gutenberg.org/ebooks/7833,,https://www.gutenberg.org/cache/epub/7833/pg7833-images.html,https://www.gutenberg.org/cache/epub/7833/pg7833.cover.medium.jpg
Samantha among the Brethren — Volume 4,Marietta Holley,http://www.gutenberg.org/ebooks/9446,,https://www.gutenberg.org/cache/epub/9446/pg9446-images.html,https://www.gutenberg.org/cache/epub/9446/pg9446.cover.medium.jpg
Mr. Punch at the Seaside,Sir John Alexander Hammerton,http://www.gutenberg.org/ebooks/37166,,https://www.gutenberg.org/cache/epub/37166/pg37166-images.html,https://www.gutenberg.org/cache/epub/37166/pg37166.cover.medium.jpg
Samantha among the Brethren — Volume 3,Marietta Holley,http://www.gutenberg.org/ebooks/9445,,https://www.gutenberg.org/cache/epub/9445/pg9445-images.html,https://www.gutenberg.org/cache/epub/9445/pg9445.cover.medium.jpg
The Golfer's Rubaiyat,Henry Walcott Boynton,http://www.gutenberg.org/ebooks/24018,,https://www.gutenberg.org/cache/epub/24018/pg24018-images.html,https://www.gutenberg.org/cache/epub/24018/pg24018.cover.medium.jpg
The Diary of a Nobody,George Grossmith and Weedon Grossmith,http://www.gutenberg.org/ebooks/21517,,https://www.gutenberg.org/cache/epub/21517/pg21517-images.html,https://www.gutenberg.org/cache/epub/21517/pg21517.cover.medium.jpg
Samantha among the Brethren — Volume 6,Marietta Holley,http://www.gutenberg.org/ebooks/9448,,https://www.gutenberg.org/cache/epub/9448/pg9448-images.html,https://www.gutenberg.org/cache/epub/9448/pg9448.cover.medium.jpg
Samantha among the Brethren — Volume 5,Marietta Holley,http://www.gutenberg.org/ebooks/9447,,https://www.gutenberg.org/cache/epub/9447/pg9447-images.html,https://www.gutenberg.org/cache/epub/9447/pg9447.cover.medium.jpg
Mr. Punch in the Hunting Field,Sir John Alexander Hammerton and John Leech,http://www.gutenberg.org/ebooks/39160,,https://www.gutenberg.org/cache/epub/39160/pg39160-images.html,https://www.gutenberg.org/cache/epub/39160/pg39160.cover.medium.jpg
Samantha among the Brethren — Volume 2,Marietta Holley,http://www.gutenberg.org/ebooks/9444,,https://www.gutenberg.org/cache/epub/9444/pg9444-images.html,https://www.gutenberg.org/cache/epub/9444/pg9444.cover.medium.jpg
Mr. Punch's Country Life: Humours of Our Rustics,Sir John Alexander Hammerton,http://www.gutenberg.org/ebooks/34676,,https://www.gutenberg.org/cache/epub/34676/pg34676-images.html,https://www.gutenberg.org/cache/epub/34676/pg34676.cover.medium.jpg
M. P.'s in Session: From Mr. Punch's Parliamentary Portrait Gallery,Furniss,http://www.gutenberg.org/ebooks/29560,,https://www.gutenberg.org/cache/epub/29560/pg29560-images.html,https://www.gutenberg.org/cache/epub/29560/pg29560.cover.medium.jpg
Samantha among the Brethren — Volume 7,Marietta Holley,http://www.gutenberg.org/ebooks/9449,,https://www.gutenberg.org/cache/epub/9449/pg9449-images.html,https://www.gutenberg.org/cache/epub/9449/pg9449.cover.medium.jpg
Fables for the Frivolous,Guy Wetmore Carryl,http://www.gutenberg.org/ebooks/20026,,https://www.gutenberg.org/cache/epub/20026/pg20026-images.html,https://www.gutenberg.org/cache/epub/20026/pg20026.cover.medium.jpg
Samantha at the St. Louis Exposition,Marietta Holley,http://www.gutenberg.org/ebooks/12386,,https://www.gutenberg.org/cache/epub/12386/pg12386-images.html,https://www.gutenberg.org/cache/epub/12386/pg12386.cover.medium.jpg
Olaf the Glorious: A Story of the Viking Age,Robert Leighton,http://www.gutenberg.org/ebooks/9415,,https://www.gutenberg.org/cache/epub/9415/pg9415-images.html,https://www.gutenberg.org/cache/epub/9415/pg9415.cover.medium.jpg
Salambo: Ein Roman aus Alt-Karthago,Gustave Flaubert,http://www.gutenberg.org/ebooks/15995,,https://www.gutenberg.org/cache/epub/15995/pg15995-images.html,https://www.gutenberg.org/cache/epub/15995/pg15995.cover.medium.jpg
Swallow: A Tale of the Great Trek,H. Rider Haggard,http://www.gutenberg.org/ebooks/4074,,https://www.gutenberg.org/cache/epub/4074/pg4074-images.html,https://www.gutenberg.org/cache/epub/4074/pg4074.cover.medium.jpg
Won By the Sword : a tale of the Thirty Years' War,G. A. Henty,http://www.gutenberg.org/ebooks/4931,,https://www.gutenberg.org/cache/epub/4931/pg4931-images.html,https://www.gutenberg.org/cache/epub/4931/pg4931.cover.medium.jpg
The Splendid Spur,Arthur Quiller-Couch,http://www.gutenberg.org/ebooks/6437,,https://www.gutenberg.org/cache/epub/6437/pg6437-images.html,https://www.gutenberg.org/cache/epub/6437/pg6437.cover.medium.jpg
"Barnabé Rudge, Tome I",Charles Dickens,http://www.gutenberg.org/ebooks/17879,,https://www.gutenberg.org/cache/epub/17879/pg17879-images.html,https://www.gutenberg.org/cache/epub/17879/pg17879.cover.medium.jpg
"Zenobia; or, the Fall of Palmyra",William Ware,http://www.gutenberg.org/ebooks/8938,,https://www.gutenberg.org/cache/epub/8938/pg8938-images.html,https://www.gutenberg.org/cache/epub/8938/pg8938.cover.medium.jpg
The Armourer's Prentices,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/9959,,https://www.gutenberg.org/cache/epub/9959/pg9959-images.html,https://www.gutenberg.org/cache/epub/9959/pg9959.cover.medium.jpg
King Alfred's Viking: A Story of the First English Fleet,Charles W. Whistler,http://www.gutenberg.org/ebooks/14034,,https://www.gutenberg.org/cache/epub/14034/pg14034-images.html,https://www.gutenberg.org/cache/epub/14034/pg14034.cover.medium.jpg
Le chevalier d'Harmental,Alexandre Dumas,http://www.gutenberg.org/ebooks/18028,,https://www.gutenberg.org/cache/epub/18028/pg18028-images.html,https://www.gutenberg.org/cache/epub/18028/pg18028.cover.medium.jpg
Springhaven: A Tale of the Great War,R. D. Blackmore,http://www.gutenberg.org/ebooks/7435,,https://www.gutenberg.org/cache/epub/7435/pg7435-images.html,https://www.gutenberg.org/cache/epub/7435/pg7435.cover.medium.jpg
In the Irish Brigade: A Tale of War in Flanders and Spain,G. A. Henty,http://www.gutenberg.org/ebooks/18349,,https://www.gutenberg.org/cache/epub/18349/pg18349-images.html,https://www.gutenberg.org/cache/epub/18349/pg18349.cover.medium.jpg
"Alton Locke, Tailor and Poet: An Autobiography",Charles Kingsley,http://www.gutenberg.org/ebooks/8374,,https://www.gutenberg.org/cache/epub/8374/pg8374-images.html,https://www.gutenberg.org/cache/epub/8374/pg8374.cover.medium.jpg
Havelok the Dane: A Legend of Old Grimsby and Lincoln,Charles W. Whistler,http://www.gutenberg.org/ebooks/12847,,https://www.gutenberg.org/cache/epub/12847/pg12847-images.html,https://www.gutenberg.org/cache/epub/12847/pg12847.cover.medium.jpg
The Last of the Barons — Complete,Baron Edward Bulwer Lytton Lytton,http://www.gutenberg.org/ebooks/7727,,https://www.gutenberg.org/cache/epub/7727/pg7727-images.html,https://www.gutenberg.org/cache/epub/7727/pg7727.cover.medium.jpg
"The Heart of Mid-Lothian, Volume 2",Walter Scott,http://www.gutenberg.org/ebooks/6943,,https://www.gutenberg.org/cache/epub/6943/pg6943-images.html,https://www.gutenberg.org/cache/epub/6943/pg6943.cover.medium.jpg
The Parisians — Complete,Baron Edward Bulwer Lytton Lytton,http://www.gutenberg.org/ebooks/7749,,https://www.gutenberg.org/cache/epub/7749/pg7749-images.html,https://www.gutenberg.org/cache/epub/7749/pg7749.cover.medium.jpg
The Dove in the Eagle's Nest,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/3139,,https://www.gutenberg.org/cache/epub/3139/pg3139-images.html,https://www.gutenberg.org/cache/epub/3139/pg3139.cover.medium.jpg
A Monk of Fife,Andrew Lang,http://www.gutenberg.org/ebooks/1631,,https://www.gutenberg.org/cache/epub/1631/pg1631-images.html,https://www.gutenberg.org/cache/epub/1631/pg1631.cover.medium.jpg
"The Star-Chamber: An Historical Romance, Volume 1",William Harrison Ainsworth,http://www.gutenberg.org/ebooks/12396,,https://www.gutenberg.org/cache/epub/12396/pg12396-images.html,https://www.gutenberg.org/cache/epub/12396/pg12396.cover.medium.jpg
The Chaplet of Pearls,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/5274,,https://www.gutenberg.org/cache/epub/5274/pg5274-images.html,https://www.gutenberg.org/cache/epub/5274/pg5274.cover.medium.jpg
The Prince and the Pauper,Mark Twain,http://www.gutenberg.org/ebooks/26252,,https://www.gutenberg.org/cache/epub/26252/pg26252-images.html,https://www.gutenberg.org/cache/epub/26252/pg26252.cover.medium.jpg
"Aurelian; or, Rome in the Third Century",William Ware,http://www.gutenberg.org/ebooks/21953,,https://www.gutenberg.org/cache/epub/21953/pg21953-images.html,https://www.gutenberg.org/cache/epub/21953/pg21953.cover.medium.jpg
The Bride of the Nile — Volume 09,Georg Ebers,http://www.gutenberg.org/ebooks/5525,,https://www.gutenberg.org/cache/epub/5525/pg5525-images.html,https://www.gutenberg.org/cache/epub/5525/pg5525.cover.medium.jpg
"The Bravest of the Brave — or, with Peterborough in Spain",G. A. Henty,http://www.gutenberg.org/ebooks/7318,,https://www.gutenberg.org/cache/epub/7318/pg7318-images.html,https://www.gutenberg.org/cache/epub/7318/pg7318.cover.medium.jpg
He Walked Around the Horses,H. Beam Piper,http://www.gutenberg.org/ebooks/18807,,https://www.gutenberg.org/cache/epub/18807/pg18807-images.html,https://www.gutenberg.org/cache/epub/18807/pg18807.cover.medium.jpg
The Airlords of Han,Philip Francis Nowlan,http://www.gutenberg.org/ebooks/25438,,https://www.gutenberg.org/cache/epub/25438/pg25438-images.html,https://www.gutenberg.org/cache/epub/25438/pg25438.cover.medium.jpg
Curiosities of the Sky,Garrett Putman Serviss,http://www.gutenberg.org/ebooks/6630,,https://www.gutenberg.org/cache/epub/6630/pg6630-images.html,https://www.gutenberg.org/cache/epub/6630/pg6630.cover.medium.jpg
Legacy,James H. Schmitz,http://www.gutenberg.org/ebooks/21510,,https://www.gutenberg.org/cache/epub/21510/pg21510-images.html,https://www.gutenberg.org/cache/epub/21510/pg21510.cover.medium.jpg
The Devil in Iron,Robert E. Howard,http://www.gutenberg.org/ebooks/42209,,https://www.gutenberg.org/cache/epub/42209/pg42209-images.html,https://www.gutenberg.org/cache/epub/42209/pg42209.cover.medium.jpg
De la Terre à la Lune,Jules Verne,http://www.gutenberg.org/ebooks/799,,https://www.gutenberg.org/cache/epub/799/pg799-images.html,https://www.gutenberg.org/cache/epub/799/pg799.cover.medium.jpg
Astounding Stories of Super-Science April 1930,Anthony Pelcher,http://www.gutenberg.org/ebooks/29390,,https://www.gutenberg.org/cache/epub/29390/pg29390-images.html,https://www.gutenberg.org/cache/epub/29390/pg29390.cover.medium.jpg
The Outlaw of Torn,Edgar Rice Burroughs,http://www.gutenberg.org/ebooks/369,,https://www.gutenberg.org/cache/epub/369/pg369-images.html,https://www.gutenberg.org/cache/epub/369/pg369.cover.medium.jpg
Voodoo Planet,Andre Norton,http://www.gutenberg.org/ebooks/18846,,https://www.gutenberg.org/cache/epub/18846/pg18846-images.html,https://www.gutenberg.org/cache/epub/18846/pg18846.cover.medium.jpg
The Repairman,Harry Harrison,http://www.gutenberg.org/ebooks/22073,,https://www.gutenberg.org/cache/epub/22073/pg22073-images.html,https://www.gutenberg.org/cache/epub/22073/pg22073.cover.medium.jpg
Empire,Clifford D. Simak,http://www.gutenberg.org/ebooks/28215,,https://www.gutenberg.org/cache/epub/28215/pg28215-images.html,https://www.gutenberg.org/cache/epub/28215/pg28215.cover.medium.jpg
Queen of the Black Coast,Robert E. Howard,http://www.gutenberg.org/ebooks/42183,,https://www.gutenberg.org/cache/epub/42183/pg42183-images.html,https://www.gutenberg.org/cache/epub/42183/pg42183.cover.medium.jpg
The Blue Star,Fletcher Pratt,http://www.gutenberg.org/ebooks/56889,,https://www.gutenberg.org/cache/epub/56889/pg56889-images.html,https://www.gutenberg.org/cache/epub/56889/pg56889.cover.medium.jpg
"Someone Comes to Town, Someone Leaves Town",Cory Doctorow,http://www.gutenberg.org/ebooks/18224,,https://www.gutenberg.org/cache/epub/18224/pg18224-images.html,https://www.gutenberg.org/cache/epub/18224/pg18224.cover.medium.jpg
Islands of Space,Jr. John W. Campbell,http://www.gutenberg.org/ebooks/20988,,https://www.gutenberg.org/cache/epub/20988/pg20988-images.html,https://www.gutenberg.org/cache/epub/20988/pg20988.cover.medium.jpg
Search the Sky,C. M. Kornbluth and Frederik Pohl,http://www.gutenberg.org/ebooks/52228,,https://www.gutenberg.org/cache/epub/52228/pg52228-images.html,https://www.gutenberg.org/cache/epub/52228/pg52228.cover.medium.jpg
The Answer,H. Beam Piper,http://www.gutenberg.org/ebooks/18342,,https://www.gutenberg.org/cache/epub/18342/pg18342-images.html,https://www.gutenberg.org/cache/epub/18342/pg18342.cover.medium.jpg
"Astounding Stories of Super-Science, December 1930",Various,http://www.gutenberg.org/ebooks/30691,,https://www.gutenberg.org/cache/epub/30691/pg30691-images.html,https://www.gutenberg.org/cache/epub/30691/pg30691.cover.medium.jpg
Inside Earth,Poul Anderson,http://www.gutenberg.org/ebooks/51184,,https://www.gutenberg.org/cache/epub/51184/pg51184-images.html,https://www.gutenberg.org/cache/epub/51184/pg51184.cover.medium.jpg
The Aliens,Murray Leinster,http://www.gutenberg.org/ebooks/24104,,https://www.gutenberg.org/cache/epub/24104/pg24104-images.html,https://www.gutenberg.org/cache/epub/24104/pg24104.cover.medium.jpg
The Planet Savers,Marion Zimmer Bradley,http://www.gutenberg.org/ebooks/31619,,https://www.gutenberg.org/cache/epub/31619/pg31619-images.html,https://www.gutenberg.org/cache/epub/31619/pg31619.cover.medium.jpg
"Astounding Stories of Super-Science, November, 1930",Various,http://www.gutenberg.org/ebooks/29919,,https://www.gutenberg.org/cache/epub/29919/pg29919-images.html,https://www.gutenberg.org/cache/epub/29919/pg29919.cover.medium.jpg
Innocent at Large,Karen Anderson and Poul Anderson,http://www.gutenberg.org/ebooks/51650,,https://www.gutenberg.org/cache/epub/51650/pg51650-images.html,https://www.gutenberg.org/cache/epub/51650/pg51650.cover.medium.jpg
"Astounding Stories, February, 1931",Various,http://www.gutenberg.org/ebooks/30124,,https://www.gutenberg.org/cache/epub/30124/pg30124-images.html,https://www.gutenberg.org/cache/epub/30124/pg30124.cover.medium.jpg
Shadows in Zamboula,Robert E. Howard,http://www.gutenberg.org/ebooks/42196,,https://www.gutenberg.org/cache/epub/42196/pg42196-images.html,https://www.gutenberg.org/cache/epub/42196/pg42196.cover.medium.jpg
Journal d'une femme de cinquante ans (2/2),La Tour du Pin Gouvernet,http://www.gutenberg.org/ebooks/29164,,https://www.gutenberg.org/cache/epub/29164/pg29164-images.html,https://www.gutenberg.org/cache/epub/29164/pg29164.cover.medium.jpg
La Cour de Lunéville au XVIIIe siècle,Gaston Maugras,http://www.gutenberg.org/ebooks/42986,,https://www.gutenberg.org/cache/epub/42986/pg42986-images.html,https://www.gutenberg.org/cache/epub/42986/pg42986.cover.medium.jpg
"Mémoires du maréchal Marmont, duc de Raguse (5/9)",Marmont,http://www.gutenberg.org/ebooks/33832,,https://www.gutenberg.org/cache/epub/33832/pg33832-images.html,https://www.gutenberg.org/cache/epub/33832/pg33832.cover.medium.jpg
George Sand,E. Caro,http://www.gutenberg.org/ebooks/13038,,https://www.gutenberg.org/cache/epub/13038/pg13038-images.html,https://www.gutenberg.org/cache/epub/13038/pg13038.cover.medium.jpg
